m,h,temp_lb,temp_ub,temp_med,rhum_med,wspd_med,rain_pct,country,place
3,0,6.5,11.2,8.6,82.5,4.0,0.1,italië,gardameer
3,1,6.1,10.5,8.4,83.5,4.7,0.09,italië,gardameer
3,2,5.8,10.0,7.9,83.0,4.2,0.08,italië,gardameer
3,3,5.8,9.7,7.6,84.5,4.3,0.06,italië,gardameer
3,4,5.4,9.7,7.5,84.0,4.2,0.07,italië,gardameer
3,5,5.3,9.6,7.6,84.0,4.3,0.07,italië,gardameer
3,6,5.1,9.8,7.5,84.0,5.1,0.08,italië,gardameer
3,7,6.2,10.9,8.7,82.5,5.1,0.11,italië,gardameer
3,8,8.2,11.6,10.2,79.5,5.6,0.12,italië,gardameer
3,9,9.3,13.4,11.1,75.0,5.6,0.1,italië,gardameer
3,10,10.0,13.8,12.0,71.0,5.4,0.08,italië,gardameer
3,11,10.9,15.1,13.0,68.0,5.1,0.11,italië,gardameer
3,12,11.6,17.2,14.5,65.5,5.6,0.07,italië,gardameer
3,13,11.8,18.4,15.3,63.5,6.2,0.07,italië,gardameer
3,14,12.3,17.7,15.2,63.0,6.0,0.07,italië,gardameer
3,15,12.4,17.5,15.1,59.5,6.5,0.06,italië,gardameer
3,16,12.3,17.2,14.6,61.0,5.6,0.08,italië,gardameer
3,17,11.4,16.9,13.9,64.0,4.5,0.06,italië,gardameer
3,18,10.6,15.5,12.8,66.5,4.2,0.07,italië,gardameer
3,19,9.7,14.7,11.9,68.0,4.2,0.07,italië,gardameer
3,20,9.0,13.0,11.1,72.0,3.8,0.07,italië,gardameer
3,21,8.4,12.7,10.5,76.0,4.7,0.09,italië,gardameer
3,22,7.7,12.0,9.8,78.5,4.0,0.13,italië,gardameer
3,23,7.0,11.7,9.3,80.5,4.3,0.1,italië,gardameer
4,0,10.6,15.0,13.1,80.0,3.9,0.1,italië,gardameer
4,1,10.5,14.6,12.8,81.0,3.8,0.13,italië,gardameer
4,2,10.1,14.3,12.4,83.3,3.8,0.11,italië,gardameer
4,3,10.2,14.5,12.3,83.0,3.6,0.11,italië,gardameer
4,4,9.8,14.5,12.0,84.8,4.6,0.13,italië,gardameer
4,5,9.6,14.2,11.9,84.8,4.0,0.14,italië,gardameer
4,6,10.3,14.7,12.6,84.3,5.1,0.13,italië,gardameer
4,7,11.8,15.7,13.8,81.5,5.6,0.13,italië,gardameer
4,8,12.1,16.5,14.5,75.3,6.3,0.12,italië,gardameer
4,9,12.7,17.2,15.1,72.5,5.0,0.09,italië,gardameer
4,10,13.8,18.5,16.3,71.3,4.9,0.09,italië,gardameer
4,11,14.5,20.0,17.3,66.8,5.1,0.11,italië,gardameer
4,12,14.8,21.3,18.0,64.0,5.6,0.13,italië,gardameer
4,13,15.0,21.7,18.6,62.3,6.5,0.12,italië,gardameer
4,14,15.3,22.3,18.9,63.3,6.5,0.18,italië,gardameer
4,15,15.0,22.9,18.8,62.5,6.5,0.17,italië,gardameer
4,16,14.6,22.6,18.8,60.5,5.6,0.15,italië,gardameer
4,17,14.5,22.4,18.5,64.5,5.5,0.13,italië,gardameer
4,18,13.7,21.4,17.7,65.5,4.6,0.16,italië,gardameer
4,19,12.9,19.5,16.1,69.3,4.3,0.17,italië,gardameer
4,20,12.3,17.8,15.0,71.3,3.8,0.18,italië,gardameer
4,21,11.8,16.5,14.2,75.8,3.8,0.18,italië,gardameer
4,22,11.2,15.8,13.5,78.5,3.8,0.14,italië,gardameer
4,23,10.9,15.2,13.4,80.5,3.8,0.12,italië,gardameer
5,0,14.8,18.2,16.8,85.5,5.6,0.23,italië,gardameer
5,1,14.6,18.0,16.4,88.0,5.6,0.2,italië,gardameer
5,2,14.2,18.2,16.1,88.0,5.6,0.17,italië,gardameer
5,3,14.2,17.6,16.2,90.5,5.1,0.12,italië,gardameer
5,4,14.1,17.2,15.9,90.0,5.6,0.13,italië,gardameer
5,5,14.4,17.8,16.1,91.0,5.4,0.15,italië,gardameer
5,6,14.8,19.0,16.7,88.5,5.6,0.15,italië,gardameer
5,7,15.7,19.6,17.7,83.5,6.3,0.13,italië,gardameer
5,8,16.2,20.8,18.4,79.5,5.6,0.12,italië,gardameer
5,9,16.9,21.9,19.3,76.5,5.8,0.14,italië,gardameer
5,10,17.6,22.7,19.8,71.5,5.6,0.15,italië,gardameer
5,11,18.7,24.0,20.6,71.0,5.6,0.13,italië,gardameer
5,12,18.9,24.7,21.4,68.5,6.9,0.18,italië,gardameer
5,13,18.9,24.3,21.5,67.5,6.7,0.15,italië,gardameer
5,14,19.6,24.2,21.6,67.5,6.7,0.2,italië,gardameer
5,15,19.0,24.3,21.8,68.0,7.0,0.18,italië,gardameer
5,16,18.5,24.0,20.9,67.0,6.5,0.18,italië,gardameer
5,17,18.2,24.4,21.5,69.5,6.3,0.19,italië,gardameer
5,18,17.5,23.3,20.5,72.5,4.9,0.15,italië,gardameer
5,19,16.9,21.4,18.9,75.0,5.1,0.18,italië,gardameer
5,20,16.4,20.6,18.3,79.0,4.7,0.21,italië,gardameer
5,21,16.1,19.9,17.8,81.5,4.7,0.23,italië,gardameer
5,22,15.5,19.3,17.7,84.5,4.7,0.25,italië,gardameer
5,23,15.0,19.4,17.3,86.5,5.2,0.22,italië,gardameer
6,0,21.0,24.2,22.5,82.5,4.5,0.13,italië,gardameer
6,1,21.1,24.5,22.4,83.3,4.4,0.12,italië,gardameer
6,2,20.7,24.2,22.2,83.8,3.9,0.13,italië,gardameer
6,3,20.5,24.1,22.1,85.5,4.4,0.08,italië,gardameer
6,4,20.1,23.8,22.0,86.5,4.9,0.08,italië,gardameer
6,5,20.5,23.8,22.2,85.0,4.9,0.08,italië,gardameer
6,6,21.3,24.3,23.0,81.5,5.3,0.1,italië,gardameer
6,7,22.3,25.1,23.8,77.8,5.9,0.05,italië,gardameer
6,8,23.1,25.4,24.2,75.5,5.5,0.03,italië,gardameer
6,9,23.8,26.1,24.8,72.5,4.7,0.06,italië,gardameer
6,10,24.3,27.0,25.5,68.3,4.7,0.09,italië,gardameer
6,11,24.8,27.9,26.1,68.3,5.6,0.11,italië,gardameer
6,12,25.0,28.5,26.8,65.8,6.0,0.13,italië,gardameer
6,13,25.0,28.8,26.9,65.3,6.5,0.12,italië,gardameer
6,14,25.2,28.8,27.1,63.3,6.5,0.18,italië,gardameer
6,15,25.2,28.8,27.2,61.8,7.2,0.1,italië,gardameer
6,16,25.3,28.8,27.2,61.3,7.3,0.14,italië,gardameer
6,17,24.9,28.7,27.0,63.8,6.6,0.07,italië,gardameer
6,18,24.3,27.4,26.1,65.3,5.2,0.12,italië,gardameer
6,19,24.0,26.8,25.4,68.5,5.6,0.1,italië,gardameer
6,20,23.0,25.9,24.3,71.8,4.7,0.11,italië,gardameer
6,21,22.3,25.3,24.0,74.0,4.7,0.1,italië,gardameer
6,22,21.7,25.0,23.6,78.0,4.5,0.15,italië,gardameer
6,23,21.7,24.6,23.1,81.3,4.7,0.14,italië,gardameer
7,0,23.6,26.1,24.8,79.5,6.5,0.15,italië,gardameer
7,1,23.4,25.9,24.8,80.5,5.6,0.13,italië,gardameer
7,2,23.2,25.8,24.5,81.5,4.9,0.1,italië,gardameer
7,3,23.0,25.7,24.3,81.5,6.5,0.07,italië,gardameer
7,4,22.9,25.6,24.1,82.0,6.0,0.1,italië,gardameer
7,5,23.0,25.7,24.4,81.0,7.1,0.06,italië,gardameer
7,6,23.3,26.0,24.7,79.5,8.3,0.06,italië,gardameer
7,7,24.0,26.7,25.1,75.0,8.9,0.06,italië,gardameer
7,8,24.7,27.3,25.8,70.0,7.4,0.04,italië,gardameer
7,9,25.4,27.8,26.5,67.0,5.8,0.05,italië,gardameer
7,10,25.9,28.6,26.9,64.5,5.4,0.05,italië,gardameer
7,11,26.2,29.4,27.8,62.5,4.5,0.07,italië,gardameer
7,12,26.9,30.0,28.4,60.5,5.8,0.11,italië,gardameer
7,13,27.2,30.9,29.0,59.0,5.6,0.08,italië,gardameer
7,14,27.5,31.1,29.1,58.0,5.8,0.1,italië,gardameer
7,15,27.3,31.3,29.1,58.5,5.8,0.07,italië,gardameer
7,16,27.1,31.3,29.0,59.0,6.5,0.09,italië,gardameer
7,17,26.5,30.4,28.6,61.5,6.3,0.11,italië,gardameer
7,18,26.4,29.8,28.3,63.5,5.2,0.09,italië,gardameer
7,19,25.7,29.1,27.4,66.5,5.1,0.1,italië,gardameer
7,20,25.2,28.1,26.7,71.0,6.0,0.07,italië,gardameer
7,21,24.8,27.5,26.0,75.0,5.8,0.08,italië,gardameer
7,22,24.4,26.8,25.6,76.5,5.6,0.14,italië,gardameer
7,23,23.8,26.6,25.2,78.5,6.0,0.17,italië,gardameer
8,0,23.1,26.8,25.0,79.0,6.3,0.12,italië,gardameer
8,1,23.0,26.3,24.7,80.0,6.9,0.12,italië,gardameer
8,2,22.9,26.1,24.5,80.0,7.4,0.08,italië,gardameer
8,3,22.7,26.0,24.3,81.0,8.7,0.11,italië,gardameer
8,4,22.3,25.8,24.1,81.5,8.5,0.12,italië,gardameer
8,5,22.3,25.8,23.8,82.5,8.3,0.1,italië,gardameer
8,6,22.6,26.0,24.2,81.0,8.5,0.11,italië,gardameer
8,7,23.6,26.5,25.0,76.0,7.6,0.12,italië,gardameer
8,8,24.2,27.1,25.6,72.5,8.3,0.1,italië,gardameer
8,9,24.7,28.0,26.3,67.5,7.0,0.1,italië,gardameer
8,10,25.3,28.6,27.2,65.5,6.2,0.05,italië,gardameer
8,11,26.0,29.4,27.7,62.0,5.6,0.03,italië,gardameer
8,12,26.4,30.2,28.2,61.5,5.6,0.08,italië,gardameer
8,13,26.5,30.4,28.3,61.5,6.2,0.07,italië,gardameer
8,14,26.9,31.0,29.0,60.5,7.1,0.15,italië,gardameer
8,15,26.8,30.9,29.0,61.5,6.9,0.14,italië,gardameer
8,16,26.6,30.7,28.9,62.0,6.7,0.12,italië,gardameer
8,17,26.9,30.0,28.3,61.0,5.9,0.05,italië,gardameer
8,18,26.2,29.5,27.8,64.5,5.6,0.06,italië,gardameer
8,19,24.8,28.6,27.1,67.5,5.4,0.09,italië,gardameer
8,20,24.8,28.0,26.3,72.0,5.2,0.04,italië,gardameer
8,21,24.2,27.5,25.9,75.5,5.1,0.04,italië,gardameer
8,22,23.7,27.2,25.4,76.5,5.6,0.07,italië,gardameer
8,23,23.2,26.9,25.0,77.5,5.4,0.09,italië,gardameer
9,0,20.0,23.8,21.9,84.3,5.5,0.13,italië,gardameer
9,1,19.7,23.5,21.3,84.3,5.6,0.1,italië,gardameer
9,2,19.3,23.6,21.2,85.3,5.6,0.12,italië,gardameer
9,3,19.2,23.5,21.1,87.3,6.3,0.14,italië,gardameer
9,4,19.0,23.5,20.9,86.5,6.2,0.11,italië,gardameer
9,5,19.1,23.1,20.8,88.3,5.6,0.11,italië,gardameer
9,6,19.2,23.3,21.3,87.3,5.9,0.13,italië,gardameer
9,7,20.0,24.1,22.2,84.3,6.7,0.12,italië,gardameer
9,8,20.9,24.6,22.5,79.0,7.1,0.12,italië,gardameer
9,9,20.9,25.1,22.9,74.8,6.7,0.12,italië,gardameer
9,10,21.5,25.7,23.6,68.5,5.6,0.12,italië,gardameer
9,11,22.5,26.2,24.2,65.3,5.9,0.09,italië,gardameer
9,12,22.4,26.6,24.5,63.3,5.8,0.13,italië,gardameer
9,13,23.2,27.1,25.0,62.5,5.6,0.12,italië,gardameer
9,14,23.5,27.2,25.4,61.5,6.1,0.15,italië,gardameer
9,15,23.6,27.1,25.4,63.0,6.5,0.14,italië,gardameer
9,16,23.2,27.0,25.1,64.5,5.6,0.16,italië,gardameer
9,17,22.6,26.7,24.7,66.8,4.6,0.14,italië,gardameer
9,18,21.6,25.9,23.9,71.3,4.7,0.13,italië,gardameer
9,19,21.2,25.3,23.2,75.3,4.8,0.18,italië,gardameer
9,20,20.7,24.7,22.7,78.5,4.7,0.15,italië,gardameer
9,21,20.7,24.4,22.5,80.8,5.2,0.13,italië,gardameer
9,22,20.4,24.0,22.3,82.0,5.2,0.13,italië,gardameer
9,23,20.0,23.9,21.9,81.8,4.4,0.15,italië,gardameer
10,0,14.3,18.3,16.4,89.5,5.2,0.11,italië,gardameer
10,1,14.3,18.3,16.4,90.0,5.2,0.12,italië,gardameer
10,2,14.2,18.2,16.3,90.5,5.4,0.12,italië,gardameer
10,3,13.9,17.9,16.1,90.5,5.1,0.15,italië,gardameer
10,4,13.9,17.9,16.0,90.0,6.5,0.12,italië,gardameer
10,5,13.8,17.9,16.0,89.5,6.0,0.1,italië,gardameer
10,6,13.5,18.0,15.9,89.5,6.5,0.11,italië,gardameer
10,7,14.1,18.4,16.3,89.5,6.5,0.14,italië,gardameer
10,8,14.9,19.5,17.5,87.0,6.5,0.15,italië,gardameer
10,9,15.9,20.2,18.2,81.0,7.1,0.13,italië,gardameer
10,10,16.7,20.7,18.8,78.5,6.5,0.13,italië,gardameer
10,11,17.7,22.2,20.0,72.5,5.8,0.15,italië,gardameer
10,12,18.0,22.4,20.4,72.0,5.8,0.14,italië,gardameer
10,13,18.3,22.9,20.6,67.5,6.5,0.12,italië,gardameer
10,14,18.6,22.8,20.7,67.5,6.5,0.12,italië,gardameer
10,15,18.2,22.6,20.8,68.0,5.9,0.14,italië,gardameer
10,16,17.9,22.0,19.9,73.0,4.7,0.17,italië,gardameer
10,17,16.8,21.3,19.0,77.5,4.5,0.15,italië,gardameer
10,18,16.5,19.9,18.4,80.0,4.3,0.16,italië,gardameer
10,19,16.0,19.8,17.9,83.0,4.0,0.15,italië,gardameer
10,20,15.2,19.4,17.4,84.5,4.5,0.17,italië,gardameer
10,21,14.8,19.0,17.1,86.5,4.3,0.15,italië,gardameer
10,22,15.1,18.6,16.8,88.0,4.5,0.12,italië,gardameer
10,23,14.6,18.6,16.6,89.5,4.2,0.12,italië,gardameer
11,0,8.1,12.5,10.3,90.0,5.6,0.14,italië,gardameer
11,1,8.0,12.1,10.0,90.3,5.6,0.14,italië,gardameer
11,2,7.9,12.1,9.8,91.5,6.3,0.16,italië,gardameer
11,3,7.9,12.1,9.9,91.5,5.8,0.18,italië,gardameer
11,4,7.3,12.3,9.5,90.5,5.6,0.13,italië,gardameer
11,5,7.8,12.0,9.4,91.0,5.6,0.14,italië,gardameer
11,6,7.5,12.1,8.8,89.0,6.3,0.14,italië,gardameer
11,7,7.7,12.4,9.1,89.0,6.5,0.13,italië,gardameer
11,8,7.8,12.8,9.4,89.0,6.9,0.13,italië,gardameer
11,9,9.4,13.3,11.5,86.3,7.7,0.1,italië,gardameer
11,10,10.3,14.1,12.6,81.5,7.2,0.11,italië,gardameer
11,11,11.5,15.5,13.7,78.0,6.6,0.14,italië,gardameer
11,12,12.0,17.0,14.6,73.5,6.1,0.13,italië,gardameer
11,13,12.1,16.9,14.5,71.0,5.9,0.12,italië,gardameer
11,14,11.0,16.6,13.8,73.3,6.1,0.12,italië,gardameer
11,15,10.9,16.1,13.2,76.8,5.5,0.13,italië,gardameer
11,16,10.2,15.1,12.2,80.5,5.6,0.14,italië,gardameer
11,17,9.2,13.7,11.1,84.5,5.7,0.15,italië,gardameer
11,18,8.7,13.0,10.8,87.5,5.4,0.12,italië,gardameer
11,19,8.2,12.2,10.6,88.8,5.9,0.12,italië,gardameer
11,20,7.9,12.7,10.5,89.0,5.5,0.13,italië,gardameer
11,21,7.6,12.4,9.9,89.5,6.3,0.14,italië,gardameer
11,22,8.0,12.4,9.8,90.8,6.0,0.14,italië,gardameer
11,23,8.2,12.2,9.9,90.0,5.6,0.13,italië,gardameer
12,0,3.9,8.6,6.3,92.0,4.7,0.13,italië,gardameer
12,1,3.9,8.5,6.4,92.5,5.2,0.14,italië,gardameer
12,2,4.0,8.6,6.3,92.5,5.6,0.12,italië,gardameer
12,3,3.7,8.2,6.2,91.5,5.6,0.13,italië,gardameer
12,4,3.8,8.3,6.1,91.5,6.7,0.11,italië,gardameer
12,5,3.7,8.6,6.1,91.0,6.2,0.13,italië,gardameer
12,6,3.8,8.5,6.1,91.0,6.0,0.12,italië,gardameer
12,7,3.7,8.5,6.0,91.0,6.0,0.09,italië,gardameer
12,8,4.0,8.6,6.3,90.5,5.8,0.1,italië,gardameer
12,9,4.8,9.0,6.9,88.5,5.6,0.13,italië,gardameer
12,10,5.7,10.1,7.8,86.5,6.3,0.14,italië,gardameer
12,11,6.3,10.4,8.4,83.0,5.4,0.13,italië,gardameer
12,12,7.3,11.7,9.3,79.0,5.6,0.14,italië,gardameer
12,13,7.5,11.5,9.6,77.5,5.2,0.14,italië,gardameer
12,14,7.4,11.4,9.5,78.5,5.1,0.08,italië,gardameer
12,15,6.6,10.8,8.9,81.0,4.5,0.1,italië,gardameer
12,16,5.8,10.0,7.9,83.5,5.1,0.13,italië,gardameer
12,17,5.2,9.7,7.4,87.5,4.7,0.13,italië,gardameer
12,18,4.9,9.6,7.3,89.0,4.7,0.12,italië,gardameer
12,19,4.8,9.3,6.8,91.5,4.5,0.11,italië,gardameer
12,20,4.7,9.1,6.8,91.0,5.1,0.1,italië,gardameer
12,21,4.4,9.4,6.8,92.0,4.7,0.1,italië,gardameer
12,22,4.1,9.2,6.6,92.0,5.4,0.13,italië,gardameer
12,23,4.0,9.1,6.4,92.0,4.9,0.13,italië,gardameer
1,0,6.7,11.4,9.1,68.0,14.8,0.2,italië,genua
1,1,6.0,11.0,8.5,67.5,16.8,0.08,italië,genua
1,2,6.0,11.0,8.5,68.5,16.8,0.09,italië,genua
1,3,6.0,10.3,8.4,68.0,15.9,0.01,italië,genua
1,4,6.0,10.4,8.5,68.5,16.7,0.07,italië,genua
1,5,6.0,10.3,8.5,69.0,16.8,0.07,italië,genua
1,6,5.9,10.4,8.4,69.0,16.6,0.21,italië,genua
1,7,6.0,10.0,8.0,69.0,16.8,0.06,italië,genua
1,8,6.0,11.0,8.5,69.5,16.8,0.06,italië,genua
1,9,7.1,12.2,9.8,63.0,15.0,0.02,italië,genua
1,10,9.0,13.0,10.5,62.5,15.0,0.06,italië,genua
1,11,9.0,13.0,11.5,59.0,16.8,0.06,italië,genua
1,12,9.6,13.8,11.8,59.5,15.9,0.17,italië,genua
1,13,10.0,14.0,12.0,58.0,16.6,0.07,italië,genua
1,14,10.0,14.0,12.0,58.5,16.8,0.06,italië,genua
1,15,10.0,13.7,11.8,58.0,15.0,0.01,italië,genua
1,16,10.0,13.0,11.5,60.0,15.2,0.06,italië,genua
1,17,8.0,13.0,10.5,63.0,15.0,0.06,italië,genua
1,18,7.5,12.0,9.9,65.5,14.1,0.17,italië,genua
1,19,7.0,12.0,10.0,66.5,14.8,0.08,italië,genua
1,20,7.0,11.3,9.5,67.0,15.0,0.07,italië,genua
1,21,6.8,11.0,9.1,67.0,15.0,0.0,italië,genua
1,22,7.0,11.0,9.0,68.0,14.8,0.06,italië,genua
1,23,7.0,11.0,9.0,68.5,15.9,0.07,italië,genua
2,0,8.2,11.8,9.9,70.5,12.1,0.26,italië,genua
2,1,8.0,12.0,10.0,69.5,13.7,0.1,italië,genua
2,2,8.0,12.0,10.5,69.5,13.0,0.1,italië,genua
2,3,8.2,11.7,9.9,69.5,13.0,0.0,italië,genua
2,4,8.0,12.0,10.0,71.0,13.7,0.11,italië,genua
2,5,8.0,12.0,10.0,69.0,13.9,0.1,italië,genua
2,6,7.7,11.5,10.0,69.5,13.9,0.22,italië,genua
2,7,8.0,12.0,10.0,68.5,15.7,0.09,italië,genua
2,8,9.0,12.3,10.7,68.0,15.7,0.1,italië,genua
2,9,10.3,13.4,11.9,64.0,13.9,0.01,italië,genua
2,10,11.9,14.0,12.5,63.5,15.7,0.1,italië,genua
2,11,12.0,14.0,13.0,65.5,15.9,0.1,italië,genua
2,12,12.0,14.0,13.0,68.0,15.9,0.23,italië,genua
2,13,12.0,14.0,13.2,68.0,15.8,0.08,italië,genua
2,14,12.0,14.0,13.5,68.0,16.1,0.06,italië,genua
2,15,12.0,13.9,13.0,69.0,14.6,0.01,italië,genua
2,16,12.0,14.0,13.0,72.5,13.9,0.08,italië,genua
2,17,11.0,14.0,12.5,74.0,13.0,0.08,italië,genua
2,18,10.4,13.3,11.8,74.5,13.0,0.21,italië,genua
2,19,10.0,13.0,11.5,74.5,13.9,0.1,italië,genua
2,20,10.0,13.0,11.0,73.5,14.8,0.08,italië,genua
2,21,8.9,12.8,10.8,73.5,13.2,0.01,italië,genua
2,22,9.0,13.0,10.5,74.0,13.0,0.1,italië,genua
2,23,8.4,12.8,10.5,72.5,12.3,0.1,italië,genua
3,0,9.2,13.1,11.1,61.5,13.9,0.15,italië,genua
3,1,9.0,13.0,11.0,63.0,13.9,0.04,italië,genua
3,2,9.0,13.0,11.0,61.0,14.0,0.05,italië,genua
3,3,8.9,12.7,10.7,63.0,13.0,0.0,italië,genua
3,4,9.0,12.0,10.5,63.0,13.2,0.04,italië,genua
3,5,9.0,12.0,10.5,63.0,13.9,0.05,italië,genua
3,6,8.4,12.3,10.1,63.5,13.9,0.14,italië,genua
3,7,9.0,13.0,11.0,62.5,15.0,0.05,italië,genua
3,8,10.0,14.0,12.0,61.5,14.1,0.05,italië,genua
3,9,12.0,14.5,13.3,59.0,14.1,0.0,italië,genua
3,10,12.0,15.0,13.5,57.5,15.0,0.05,italië,genua
3,11,12.0,15.4,14.0,58.0,16.8,0.07,italië,genua
3,12,12.6,15.7,14.3,58.0,14.3,0.14,italië,genua
3,13,13.0,16.0,14.5,61.5,15.9,0.05,italië,genua
3,14,13.0,15.0,14.0,62.0,16.8,0.03,italië,genua
3,15,13.1,15.5,14.2,63.5,15.0,0.01,italië,genua
3,16,13.0,15.0,14.0,64.0,14.8,0.02,italië,genua
3,17,13.0,15.0,13.5,65.0,13.7,0.01,italië,genua
3,18,11.5,14.0,12.9,66.0,11.9,0.15,italië,genua
3,19,11.0,14.0,12.5,66.0,12.8,0.02,italië,genua
3,20,10.0,14.0,12.0,64.0,11.0,0.03,italië,genua
3,21,10.3,13.4,11.7,62.5,11.9,0.0,italië,genua
3,22,10.0,13.0,11.5,63.0,12.1,0.05,italië,genua
3,23,10.0,13.0,11.5,61.5,13.0,0.04,italië,genua
4,0,11.4,15.1,13.7,65.0,10.1,0.15,italië,genua
4,1,11.4,15.0,13.1,66.3,10.3,0.08,italië,genua
4,2,11.3,15.0,13.0,66.8,13.0,0.11,italië,genua
4,3,10.6,14.8,12.9,67.0,12.1,0.03,italië,genua
4,4,11.0,15.0,12.8,68.0,11.2,0.09,italië,genua
4,5,11.0,14.6,13.0,67.5,12.0,0.1,italië,genua
4,6,11.9,15.0,13.6,66.0,11.6,0.18,italië,genua
4,7,12.8,16.5,14.5,65.3,12.1,0.09,italië,genua
4,8,13.0,17.5,15.5,64.0,13.0,0.13,italië,genua
4,9,13.6,16.9,15.4,63.3,13.9,0.02,italië,genua
4,10,14.0,17.5,15.5,64.0,15.4,0.18,italië,genua
4,11,14.0,17.5,15.7,65.8,15.0,0.21,italië,genua
4,12,14.3,18.0,16.2,63.5,14.0,0.29,italië,genua
4,13,14.4,18.0,16.5,65.0,15.0,0.18,italië,genua
4,14,14.3,18.0,16.1,68.3,14.1,0.15,italië,genua
4,15,14.4,18.0,16.3,67.8,13.9,0.02,italië,genua
4,16,14.0,18.0,16.3,70.3,13.9,0.12,italië,genua
4,17,14.0,18.0,16.0,71.5,12.0,0.08,italië,genua
4,18,13.9,17.0,15.9,72.0,11.0,0.11,italië,genua
4,19,13.4,17.0,15.3,70.8,11.0,0.06,italië,genua
4,20,13.0,16.0,15.1,68.3,10.6,0.03,italië,genua
4,21,12.7,16.1,14.8,67.8,10.1,0.01,italië,genua
4,22,12.0,16.0,14.5,68.8,11.0,0.04,italië,genua
4,23,12.0,15.4,14.2,67.3,11.0,0.06,italië,genua
5,0,15.1,18.1,17.0,74.0,11.0,0.17,italië,genua
5,1,15.0,18.0,16.6,74.5,11.0,0.04,italië,genua
5,2,15.0,18.0,16.5,75.5,10.2,0.02,italië,genua
5,3,14.3,17.8,16.1,74.0,10.1,0.01,italië,genua
5,4,15.0,18.0,16.5,75.5,11.9,0.02,italië,genua
5,5,15.0,18.0,16.5,73.0,13.0,0.02,italië,genua
5,6,16.0,19.0,17.5,70.5,11.0,0.14,italië,genua
5,7,16.0,20.2,18.4,68.0,12.1,0.02,italië,genua
5,8,16.0,20.5,18.7,70.0,13.0,0.03,italië,genua
5,9,16.9,20.7,18.9,70.0,13.0,0.01,italië,genua
5,10,18.0,21.0,19.5,69.0,14.1,0.06,italië,genua
5,11,17.0,21.0,19.8,70.0,13.9,0.1,italië,genua
5,12,17.9,21.3,19.6,70.0,13.0,0.26,italië,genua
5,13,18.0,21.0,19.5,70.5,14.1,0.09,italië,genua
5,14,18.0,21.0,19.5,71.0,13.0,0.06,italië,genua
5,15,17.8,21.4,19.5,69.5,13.0,0.02,italië,genua
5,16,18.0,21.0,19.5,72.0,11.9,0.09,italië,genua
5,17,17.0,21.0,19.3,73.0,11.9,0.06,italië,genua
5,18,17.0,20.2,18.8,73.0,11.0,0.12,italië,genua
5,19,17.0,20.0,18.5,75.0,10.1,0.05,italië,genua
5,20,17.0,20.0,18.5,71.5,10.1,0.06,italië,genua
5,21,16.1,19.5,18.0,74.0,10.1,0.02,italië,genua
5,22,16.0,19.3,17.5,75.0,11.2,0.06,italië,genua
5,23,16.0,18.8,17.4,74.0,11.0,0.05,italië,genua
6,0,20.1,23.2,21.6,72.3,7.4,0.12,italië,genua
6,1,20.0,23.0,21.5,71.8,7.4,0.01,italië,genua
6,2,20.0,22.5,21.2,72.3,7.4,0.02,italië,genua
6,3,19.7,22.2,20.9,72.3,7.8,0.0,italië,genua
6,4,20.0,22.0,20.9,73.3,7.9,0.02,italië,genua
6,5,20.0,23.0,21.5,71.3,7.4,0.02,italië,genua
6,6,20.7,23.9,22.5,69.0,8.8,0.14,italië,genua
6,7,21.0,24.6,22.8,67.3,9.6,0.03,italië,genua
6,8,21.5,24.6,23.2,69.8,11.1,0.04,italië,genua
6,9,21.3,25.0,23.2,71.3,12.0,0.0,italië,genua
6,10,21.0,25.0,23.3,72.3,12.0,0.06,italië,genua
6,11,22.0,25.0,23.5,73.0,10.3,0.07,italië,genua
6,12,21.9,25.9,24.2,72.5,11.2,0.21,italië,genua
6,13,22.0,25.7,24.0,71.8,10.3,0.06,italië,genua
6,14,22.0,26.0,24.3,69.5,11.1,0.06,italië,genua
6,15,21.8,25.8,24.2,71.3,9.8,0.0,italië,genua
6,16,22.0,26.0,24.0,70.5,8.8,0.03,italië,genua
6,17,22.0,25.0,23.8,71.8,9.8,0.03,italië,genua
6,18,21.6,25.0,23.6,73.0,7.9,0.08,italië,genua
6,19,21.5,24.9,23.3,73.8,8.8,0.01,italië,genua
6,20,21.0,24.5,23.0,74.0,8.8,0.0,italië,genua
6,21,20.9,23.9,22.4,73.3,7.4,0.0,italië,genua
6,22,21.0,24.0,22.3,72.5,7.9,0.01,italië,genua
6,23,21.0,23.6,22.2,72.0,7.4,0.0,italië,genua
7,0,22.8,26.0,24.4,72.5,7.4,0.08,italië,genua
7,1,23.0,25.4,24.1,71.0,8.3,0.03,italië,genua
7,2,22.0,25.1,24.0,72.0,7.4,0.03,italië,genua
7,3,22.3,25.1,23.9,70.0,8.3,0.0,italië,genua
7,4,22.0,25.0,23.5,72.5,8.3,0.02,italië,genua
7,5,22.0,25.0,23.9,71.5,9.0,0.04,italië,genua
7,6,23.4,26.2,24.9,67.5,8.3,0.1,italië,genua
7,7,24.0,27.0,25.5,67.5,9.2,0.03,italië,genua
7,8,25.0,27.8,26.0,70.5,10.1,0.05,italië,genua
7,9,24.9,27.4,26.4,72.0,11.2,0.01,italië,genua
7,10,25.0,28.0,26.5,72.5,12.1,0.07,italië,genua
7,11,25.0,28.0,27.0,72.5,11.2,0.1,italië,genua
