m,m3,h,temp_lb,temp_ub,temp_med,rhum_med,wspd_med,rain_pct
1,1,0,7.6,12.2,9.9,77.5,12.1,0.13
1,1,1,7.5,12.0,10.0,77.3,13.0,0.17
1,1,2,7.5,11.5,9.5,76.3,13.0,0.17
1,1,3,7.2,11.6,9.4,77.8,12.6,0.17
1,1,4,7.0,11.0,9.3,79.5,12.1,0.2
1,1,5,7.0,12.0,9.5,76.5,12.1,0.2
1,1,6,7.4,12.0,9.6,78.0,12.1,0.2
1,1,7,9.0,13.0,11.0,75.0,12.1,0.23
1,1,8,12.0,14.5,13.0,68.8,13.0,0.2
1,1,9,13.0,16.4,14.6,58.8,13.0,0.2
1,1,10,13.0,17.5,15.3,56.3,10.6,0.23
1,1,11,14.0,18.0,16.0,53.8,8.9,0.17
1,1,12,13.5,18.7,16.0,54.5,10.2,0.1
1,1,13,13.0,18.0,16.0,58.0,10.3,0.13
1,1,14,12.5,17.5,15.0,64.0,11.6,0.2
1,1,15,12.1,15.6,13.7,70.5,8.3,0.2
1,1,16,11.0,14.0,12.5,76.3,8.3,0.2
1,1,17,10.0,14.0,12.0,77.5,7.9,0.17
1,1,18,9.0,13.4,11.1,80.3,12.0,0.27
1,1,19,8.0,13.0,10.8,79.3,13.0,0.23
1,1,20,7.0,13.0,10.0,79.0,11.6,0.2
1,1,21,7.8,12.6,10.1,79.5,12.5,0.2
1,1,22,7.5,12.0,10.0,77.8,11.6,0.2
1,1,23,8.0,12.5,10.0,79.3,13.0,0.2
1,2,0,6.9,11.8,9.3,72.0,14.5,0.2
1,2,1,7.0,12.0,9.3,72.3,15.4,0.27
1,2,2,8.0,12.0,9.3,73.5,15.9,0.23
1,2,3,7.4,12.4,8.8,72.0,15.4,0.3
1,2,4,7.0,12.0,8.5,71.5,15.9,0.23
1,2,5,7.0,12.0,9.3,70.8,15.5,0.17
1,2,6,7.0,11.9,9.1,71.8,14.5,0.13
1,2,7,8.5,13.0,10.3,68.0,15.5,0.23
1,2,8,10.0,14.0,11.8,62.8,16.4,0.2
1,2,9,10.6,15.9,13.1,58.0,14.9,0.27
1,2,10,11.5,17.0,14.0,51.5,13.0,0.13
1,2,11,12.5,17.0,15.0,51.5,11.1,0.17
1,2,12,12.1,17.8,15.1,52.8,13.8,0.2
1,2,13,12.5,17.0,15.0,53.0,15.5,0.2
1,2,14,11.5,16.5,14.0,57.0,13.9,0.2
1,2,15,10.6,15.8,13.2,63.8,13.1,0.23
1,2,16,10.0,14.5,12.0,66.8,13.5,0.2
1,2,17,9.0,13.0,11.3,69.3,14.4,0.2
