m,h,temp_lb,temp_ub,temp_med,rhum_med,wspd_med,rain_pct
3,19,9.7,14.7,11.9,68.0,4.2,0.07
3,20,9.0,13.0,11.1,72.0,3.8,0.07
3,21,8.4,12.7,10.5,76.0,4.7,0.09
3,22,7.7,12.0,9.8,78.5,4.0,0.13
3,23,7.0,11.7,9.3,80.5,4.3,0.1
4,0,10.6,15.0,13.1,80.0,3.9,0.1
4,1,10.5,14.6,12.8,81.0,3.8,0.13
4,2,10.1,14.3,12.4,83.3,3.8,0.11
4,3,10.2,14.5,12.3,83.0,3.6,0.11
4,4,9.8,14.5,12.0,84.8,4.6,0.13
4,5,9.6,14.2,11.9,84.8,4.0,0.14
4,6,10.3,14.7,12.6,84.3,5.1,0.13
4,7,11.8,15.7,13.8,81.5,5.6,0.13
4,8,12.1,16.5,14.5,75.3,6.3,0.12
4,9,12.7,17.2,15.1,72.5,5.0,0.09
4,10,13.8,18.5,16.3,71.3,4.9,0.09
4,11,14.5,20.0,17.3,66.8,5.1,0.11
4,12,14.8,21.3,18.0,64.0,5.6,0.13
4,13,15.0,21.7,18.6,62.3,6.5,0.12
4,14,15.3,22.3,18.9,63.3,6.5,0.18
4,15,15.0,22.9,18.8,62.5,6.5,0.17
4,16,14.6,22.6,18.8,60.5,5.6,0.15
4,17,14.5,22.4,18.5,64.5,5.5,0.13
4,18,13.7,21.4,17.7,65.5,4.6,0.16
4,19,12.9,19.5,16.1,69.3,4.3,0.17
4,20,12.3,17.8,15.0,71.3,3.8,0.18
4,21,11.8,16.5,14.2,75.8,3.8,0.18
4,22,11.2,15.8,13.5,78.5,3.8,0.14
4,23,10.9,15.2,13.4,80.5,3.8,0.12
5,0,14.8,18.2,16.8,85.5,5.6,0.23
5,1,14.6,18.0,16.4,88.0,5.6,0.2
5,2,14.2,18.2,16.1,88.0,5.6,0.17
5,3,14.2,17.6,16.2,90.5,5.1,0.12
5,4,14.1,17.2,15.9,90.0,5.6,0.13
5,5,14.4,17.8,16.1,91.0,5.4,0.15
5,6,14.8,19.0,16.7,88.5,5.6,0.15
5,7,15.7,19.6,17.7,83.5,6.3,0.13
5,8,16.2,20.8,18.4,79.5,5.6,0.12
5,9,16.9,21.9,19.3,76.5,5.8,0.14
5,10,17.6,22.7,19.8,71.5,5.6,0.15
5,11,18.7,24.0,20.6,71.0,5.6,0.13
5,12,18.9,24.7,21.4,68.5,6.9,0.18
5,13,18.9,24.3,21.5,67.5,6.7,0.15
5,14,19.6,24.2,21.6,67.5,6.7,0.2
5,15,19.0,24.3,21.8,68.0,7.0,0.18
5,16,18.5,24.0,20.9,67.0,6.5,0.18
5,17,18.2,24.4,21.5,69.5,6.3,0.19
5,18,17.5,23.3,20.5,72.5,4.9,0.15
5,19,16.9,21.4,18.9,75.0,5.1,0.18
5,20,16.4,20.6,18.3,79.0,4.7,0.21
5,21,16.1,19.9,17.8,81.5,4.7,0.23
5,22,15.5,19.3,17.7,84.5,4.7,0.25
5,23,15.0,19.4,17.3,86.5,5.2,0.22
6,0,21.0,24.2,22.5,82.5,4.5,0.13
6,1,21.1,24.5,22.4,83.3,4.4,0.12
6,2,20.7,24.2,22.2,83.8,3.9,0.13
6,3,20.5,24.1,22.1,85.5,4.4,0.08
6,4,20.1,23.8,22.0,86.5,4.9,0.08
6,5,20.5,23.8,22.2,85.0,4.9,0.08
6,6,21.3,24.3,23.0,81.5,5.3,0.1
6,7,22.3,25.1,23.8,77.8,5.9,0.05
6,8,23.1,25.4,24.2,75.5,5.5,0.03
6,9,23.8,26.1,24.8,72.5,4.7,0.06
6,10,24.3,27.0,25.5,68.3,4.7,0.09
6,11,24.8,27.9,26.1,68.3,5.6,0.11
6,12,25.0,28.5,26.8,65.8,6.0,0.13
6,13,25.0,28.8,26.9,65.3,6.5,0.12
6,14,25.2,28.8,27.1,63.3,6.5,0.18
6,15,25.2,28.8,27.2,61.8,7.2,0.1
6,16,25.3,28.8,27.2,61.3,7.3,0.14
6,17,24.9,28.7,27.0,63.8,6.6,0.07
6,18,24.3,27.4,26.1,65.3,5.2,0.12
6,19,24.0,26.8,25.4,68.5,5.6,0.1
6,20,23.0,25.9,24.3,71.8,4.7,0.11
6,21,22.3,25.3,24.0,74.0,4.7,0.1
6,22,21.7,25.0,23.6,78.0,4.5,0.15
6,23,21.7,24.6,23.1,81.3,4.7,0.14
7,0,23.6,26.1,24.8,79.5,6.5,0.15
7,1,23.4,25.9,24.8,80.5,5.6,0.13
7,2,23.2,25.8,24.5,81.5,4.9,0.1
7,3,23.0,25.7,24.3,81.5,6.5,0.07
7,4,22.9,25.6,24.1,82.0,6.0,0.1
7,5,23.0,25.7,24.4,81.0,7.1,0.06
7,6,23.3,26.0,24.7,79.5,8.3,0.06
7,7,24.0,26.7,25.1,75.0,8.9,0.06
7,8,24.7,27.3,25.8,70.0,7.4,0.04
7,9,25.4,27.8,26.5,67.0,5.8,0.05
7,10,25.9,28.6,26.9,64.5,5.4,0.05
7,11,26.2,29.4,27.8,62.5,4.5,0.07
7,12,26.9,30.0,28.4,60.5,5.8,0.11
7,13,27.2,30.9,29.0,59.0,5.6,0.08
7,14,27.5,31.1,29.1,58.0,5.8,0.1
7,15,27.3,31.3,29.1,58.5,5.8,0.07
7,16,27.1,31.3,29.0,59.0,6.5,0.09
7,17,26.5,30.4,28.6,61.5,6.3,0.11
7,18,26.4,29.8,28.3,63.5,5.2,0.09
7,19,25.7,29.1,27.4,66.5,5.1,0.1
7,20,25.2,28.1,26.7,71.0,6.0,0.07
7,21,24.8,27.5,26.0,75.0,5.8,0.08
7,22,24.4,26.8,25.6,76.5,5.6,0.14
7,23,23.8,26.6,25.2,78.5,6.0,0.17
8,0,23.1,26.8,25.0,79.0,6.3,0.12
8,1,23.0,26.3,24.7,80.0,6.9,0.12
8,2,22.9,26.1,24.5,80.0,7.4,0.08
8,3,22.7,26.0,24.3,81.0,8.7,0.11
8,4,22.3,25.8,24.1,81.5,8.5,0.12
8,5,22.3,25.8,23.8,82.5,8.3,0.1
8,6,22.6,26.0,24.2,81.0,8.5,0.11
8,7,23.6,26.5,25.0,76.0,7.6,0.12
8,8,24.2,27.1,25.6,72.5,8.3,0.1
8,9,24.7,28.0,26.3,67.5,7.0,0.1
8,10,25.3,28.6,27.2,65.5,6.2,0.05
8,11,26.0,29.4,27.7,62.0,5.6,0.03
8,12,26.4,30.2,28.2,61.5,5.6,0.08
8,13,26.5,30.4,28.3,61.5,6.2,0.07
8,14,26.9,31.0,29.0,60.5,7.1,0.15
8,15,26.8,30.9,29.0,61.5,6.9,0.14
8,16,26.6,30.7,28.9,62.0,6.7,0.12
8,17,26.9,30.0,28.3,61.0,5.9,0.05
8,18,26.2,29.5,27.8,64.5,5.6,0.06
8,19,24.8,28.6,27.1,67.5,5.4,0.09
8,20,24.8,28.0,26.3,72.0,5.2,0.04
8,21,24.2,27.5,25.9,75.5,5.1,0.04
8,22,23.7,27.2,25.4,76.5,5.6,0.07
8,23,23.2,26.9,25.0,77.5,5.4,0.09
9,0,20.0,23.8,21.9,84.3,5.5,0.13
9,1,19.7,23.5,21.3,84.3,5.6,0.1
9,2,19.3,23.6,21.2,85.3,5.6,0.12
9,3,19.2,23.5,21.1,87.3,6.3,0.14
9,4,19.0,23.5,20.9,86.5,6.2,0.11
9,5,19.1,23.1,20.8,88.3,5.6,0.11
9,6,19.2,23.3,21.3,87.3,5.9,0.13
9,7,20.0,24.1,22.2,84.3,6.7,0.12
9,8,20.9,24.6,22.5,79.0,7.1,0.12
9,9,20.9,25.1,22.9,74.8,6.7,0.12
9,10,21.5,25.7,23.6,68.5,5.6,0.12
9,11,22.5,26.2,24.2,65.3,5.9,0.09
9,12,22.4,26.6,24.5,63.3,5.8,0.13
9,13,23.2,27.1,25.0,62.5,5.6,0.12
9,14,23.5,27.2,25.4,61.5,6.1,0.15
9,15,23.6,27.1,25.4,63.0,6.5,0.14
9,16,23.2,27.0,25.1,64.5,5.6,0.16
9,17,22.6,26.7,24.7,66.8,4.6,0.14
9,18,21.6,25.9,23.9,71.3,4.7,0.13
9,19,21.2,25.3,23.2,75.3,4.8,0.18
9,20,20.7,24.7,22.7,78.5,4.7,0.15
9,21,20.7,24.4,22.5,80.8,5.2,0.13
9,22,20.4,24.0,22.3,82.0,5.2,0.13
9,23,20.0,23.9,21.9,81.8,4.4,0.15
10,0,14.3,18.3,16.4,89.5,5.2,0.11
10,1,14.3,18.3,16.4,90.0,5.2,0.12
10,2,14.2,18.2,16.3,90.5,5.4,0.12
10,3,13.9,17.9,16.1,90.5,5.1,0.15
10,4,13.9,17.9,16.0,90.0,6.5,0.12
10,5,13.8,17.9,16.0,89.5,6.0,0.1
10,6,13.5,18.0,15.9,89.5,6.5,0.11
10,7,14.1,18.4,16.3,89.5,6.5,0.14
10,8,14.9,19.5,17.5,87.0,6.5,0.15
10,9,15.9,20.2,18.2,81.0,7.1,0.13
10,10,16.7,20.7,18.8,78.5,6.5,0.13
10,11,17.7,22.2,20.0,72.5,5.8,0.15
10,12,18.0,22.4,20.4,72.0,5.8,0.14
10,13,18.3,22.9,20.6,67.5,6.5,0.12
10,14,18.6,22.8,20.7,67.5,6.5,0.12
10,15,18.2,22.6,20.8,68.0,5.9,0.14
10,16,17.9,22.0,19.9,73.0,4.7,0.17
10,17,16.8,21.3,19.0,77.5,4.5,0.15
10,18,16.5,19.9,18.4,80.0,4.3,0.16
10,19,16.0,19.8,17.9,83.0,4.0,0.15
10,20,15.2,19.4,17.4,84.5,4.5,0.17
10,21,14.8,19.0,17.1,86.5,4.3,0.15
10,22,15.1,18.6,16.8,88.0,4.5,0.12
10,23,14.6,18.6,16.6,89.5,4.2,0.12
11,0,8.1,12.5,10.3,90.0,5.6,0.14
11,1,8.0,12.1,10.0,90.3,5.6,0.14
11,2,7.9,12.1,9.8,91.5,6.3,0.16
11,3,7.9,12.1,9.9,91.5,5.8,0.18
11,4,7.3,12.3,9.5,90.5,5.6,0.13
11,5,7.8,12.0,9.4,91.0,5.6,0.14
11,6,7.5,12.1,8.8,89.0,6.3,0.14
11,7,7.7,12.4,9.1,89.0,6.5,0.13
11,8,7.8,12.8,9.4,89.0,6.9,0.13
11,9,9.4,13.3,11.5,86.3,7.7,0.1
11,10,10.3,14.1,12.6,81.5,7.2,0.11
11,11,11.5,15.5,13.7,78.0,6.6,0.14
11,12,12.0,17.0,14.6,73.5,6.1,0.13
11,13,12.1,16.9,14.5,71.0,5.9,0.12
11,14,11.0,16.6,13.8,73.3,6.1,0.12
11,15,10.9,16.1,13.2,76.8,5.5,0.13
11,16,10.2,15.1,12.2,80.5,5.6,0.14
11,17,9.2,13.7,11.1,84.5,5.7,0.15
11,18,8.7,13.0,10.8,87.5,5.4,0.12
11,19,8.2,12.2,10.6,88.8,5.9,0.12
11,20,7.9,12.7,10.5,89.0,5.5,0.13
11,21,7.6,12.4,9.9,89.5,6.3,0.14
11,22,8.0,12.4,9.8,90.8,6.0,0.14
11,23,8.2,12.2,9.9,90.0,5.6,0.13
12,0,3.9,8.6,6.3,92.0,4.7,0.13
12,1,3.9,8.5,6.4,92.5,5.2,0.14
12,2,4.0,8.6,6.3,92.5,5.6,0.12
12,3,3.7,8.2,6.2,91.5,5.6,0.13
12,4,3.8,8.3,6.1,91.5,6.7,0.11
12,5,3.7,8.6,6.1,91.0,6.2,0.13
12,6,3.8,8.5,6.1,91.0,6.0,0.12
12,7,3.7,8.5,6.0,91.0,6.0,0.09
12,8,4.0,8.6,6.3,90.5,5.8,0.1
12,9,4.8,9.0,6.9,88.5,5.6,0.13
12,10,5.7,10.1,7.8,86.5,6.3,0.14
12,11,6.3,10.4,8.4,83.0,5.4,0.13
12,12,7.3,11.7,9.3,79.0,5.6,0.14
12,13,7.5,11.5,9.6,77.5,5.2,0.14
12,14,7.4,11.4,9.5,78.5,5.1,0.08
12,15,6.6,10.8,8.9,81.0,4.5,0.1
12,16,5.8,10.0,7.9,83.5,5.1,0.13
12,17,5.2,9.7,7.4,87.5,4.7,0.13
12,18,4.9,9.6,7.3,89.0,4.7,0.12
12,19,4.8,9.3,6.8,91.5,4.5,0.11
12,20,4.7,9.1,6.8,91.0,5.1,0.1
12,21,4.4,9.4,6.8,92.0,4.7,0.1
12,22,4.1,9.2,6.6,92.0,5.4,0.13
12,23,4.0,9.1,6.4,92.0,4.9,0.13
